Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,47013,2,2,86,284,43,43,43.0,0.0,142,142,142.0,0.0,7870.163572,85.08284942,15671.0,27136.90603,47006,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,42.54142471,42.54142471,43,142,82.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,103.25,43.0,142.0,40,0,0,0,0,0,0,2,86,2,284,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
17995,53,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,226415.0943,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18867.92453,18867.92453,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,296,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,13103939,2,0,712,0,356,356,356.0,0.0,0,0,0.0,0.0,54.33480727,0.152625863,13100000.0,0.0,13100000,13100000,13100000,13100000.0,0.0,13100000,13100000,0,0.0,0.0,0,0,1,0,0,0,64,0,0.152625863,0.0,356,356,356.0,0.0,0.0,0,1,0,0,1,1,0,0,0,534.0,356.0,0.0,64,0,0,0,0,0,0,2,712,0,0,229,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
53,231,2,2,66,126,33,33,33.0,0.0,63,63,63.0,0.0,831168.831168831,17316.0173160173,77.0,128.1717597601,225,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,8658.0086580087,8658.0086580087,33,63,45.0,16.4316767252,270.0,0,0,0,0,0,0,0,0,1,56.25,33.0,63.0,64,0,0,0,0,0,0,2,66,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,94044,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1020.798775,21.26664115,94044.0,0.0,94044,94044,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,10.63332057,10.63332057,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,206211,3,4,337,533,337,0,112.3333333,194.5670407,533,0,133.25,266.5,4218.979589,33.94581278,34368.5,52937.68961,102819,2,103376,51688.0,72525.11412,102971,405,103392,34464.0,59491.7253,103159,2,0,0,0,0,72,92,14.54820548,19.39760731,0,533,108.75,208.0678117,43292.21429,0,0,0,1,0,0,0,0,1,124.2857143,112.3333333,133.25,72,0,0,0,0,0,0,3,337,4,533,8192,60,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,8431636,9,15,101,188,21,0,11.22222222,8.800252522,34,0,12.53333333,14.54975045,34.27567319,2.846422687,366592.8696,951598.57,2984108,1,5660091,707511.375,1311892.602,3028129,1,8431521,602251.5,1174575.674,2984108,3,0,0,0,0,296,488,1.067408508,1.779014179,0,34,11.56,12.47023122,155.5066667,0,0,0,1,0,0,0,0,1,12.04166667,11.22222222,12.53333333,296,0,0,0,0,0,0,9,101,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
443,15982731,9,10,787,4206,445,0,87.44444444,153.2360198,1448,0,420.6,578.2689109,312.3996769,1.188783068,887929.5,2641978.924,9960022,3,10200000,1269685.875,3511519.269,9960022,236,16000000,1773086.222,3636690.404,10000000,3,0,0,0,0,296,328,0.563107769,0.625675299,0,1448,249.65,446.5519684,199408.6605,0,0,0,1,0,0,0,0,1,262.7894737,87.44444444,420.6,296,0,0,0,0,0,0,9,787,10,4206,29200,35,3,32,111171.5,122037.438,197465,24878,7880192.5,2941323.086,9960022,5800363,BENIGN
443,5108915,8,6,610,4032,342,0,76.25,125.2913747,1460,0,672.0,724.1985915,908.6077964,2.740307874,392993.4615,1378485.742,4980581,4,5108915,729845.0,1874611.926,4980581,48,54993,10998.6,12988.04921,26569,92,0,0,0,0,172,128,1.565890213,1.17441766,0,1460,309.4666667,537.964134,289405.4095,0,0,0,1,0,0,0,0,0,331.5714286,76.25,672.0,172,0,0,0,0,0,0,8,610,6,4032,8192,4913,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,52978,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,56.627279248,26489.0,37461.1030537009,52978,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,64,44,37.7515194987,18.8757597493,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,32832,349,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37383,71,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14084.50704,14084.50704,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,332,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,83142,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,72.1656924298,24.0552308099,83142.0,0.0,83142,83142,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,12.027615405,12.027615405,0,6,2.0,3.4641016151,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98806728,6,6,353,11595,353,0,58.83333333,144.1116465,5792,0,1932.5,2181.008184,120.9229396,0.12144922,8982429.818,29800000.0,98700000,1,98800000,19800000.0,44200000.0,98700000,1,69431,13886.2,20864.01483,47122,46,0,0,0,0,200,200,0.06072461,0.06072461,0,5792,919.0769231,1715.973944,2944566.577,0,0,0,0,1,0,0,0,1,995.6666667,58.83333333,1932.5,200,0,0,0,0,0,0,6,353,6,11595,251,235,1,32,2.0,0.0,2,2,98700000.0,0.0,98700000,98700000,DoS Hulk
80,100723014,9,7,802,11595,401,0,89.11111111,176.8243793,5792,0,1656.428571,2118.227235,123.0801135,0.158851482,6714867.6,25700000.0,99500000,1,101000000,12600000.0,35100000.0,99500000,1,257792,42965.33333,89691.1642,224028,14,0,0,0,0,304,232,0.089353958,0.069497523,0,5792,729.2352941,1529.07,2338055.066,0,0,0,0,1,0,0,0,0,774.8125,89.11111111,1656.428571,304,0,0,0,0,0,0,9,802,7,11595,251,235,2,32,5.0,0.0,5,5,99500000.0,0.0,99500000,99500000,DoS Hulk
80,115738570,8,6,384,11595,384,0,48.0,135.764502,5792,0,1932.5,2362.781391,103.5005012,0.120962269,8902966.923,27600000.0,99700000,1,116000000,16500000.0,37100000.0,99700000,1,7718,1543.6,3029.613391,6958,4,0,0,0,0,272,200,0.069121296,0.051840972,0,5792,798.6,1709.261403,2921574.543,0,0,0,0,1,0,0,0,0,855.6428571,48.0,1932.5,272,0,0,0,0,0,0,8,384,6,11595,274,235,1,32,6.0,0.0,6,6,57900000.0,59100000.0,99700000,16000000,DoS Hulk
53,31476,2,2,88,218,44,44,44.0,0.0,109,109,109.0,0.0,9721.6927182615,127.0809505655,10492.0,18156.2237538537,31457,3,3,3.0,0.0,3,3,16,16.0,0.0,16,16,0,0,0,0,40,64,63.5404752828,63.5404752828,44,109,70.0,35.6019662378,1267.5,0,0,0,0,0,0,0,0,1,87.5,44.0,109.0,40,0,0,0,0,0,0,2,88,2,218,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,122164,1,1,64,231,64,64,64.0,0.0,231,231,231.0,0.0,2414.78668,16.37143512,122164.0,0.0,122164,122164,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8.18571756,8.18571756,64,231,119.6666667,96.41749495,9296.333333,0,0,0,0,0,0,0,0,1,179.5,64.0,231.0,20,0,0,0,0,0,0,1,64,1,231,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,3.0,1.414213562,4,2,6,3.0,1.414213562,4,2,0,0.0,0.0,0,0,0,0,0,0,96,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,37873,1,1,86,168,86,86,86.0,0.0,168,168,168.0,0.0,6706.624772,52.80806907,37873.0,0.0,37873,37873,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,26.40403454,26.40403454,86,168,113.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,170.0,86.0,168.0,32,0,0,0,0,0,0,1,86,1,168,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47702,2,2,88,150,44,44,44.0,0.0,75,75,75.0,0.0,4989.3086243763,83.8539264601,15900.6666666667,27535.5663884608,47696,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,41.9269632301,41.9269632301,44,75,56.4,16.9793992827,288.3,0,0,0,0,0,0,0,0,1,70.5,44.0,75.0,40,0,0,0,0,0,0,2,88,2,150,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,173,2,2,58,182,29,29,29.0,0.0,91,91,91.0,0.0,1387283.237,23121.38728,57.66666667,93.82075108,166,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,11560.69364,11560.69364,29,91,53.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,67.25,29.0,91.0,40,0,0,0,0,0,0,2,58,2,182,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54280,9,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.3333,4.5,4.949747468,8,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,20,40,111111.1111,222222.2222,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,2,0,2052,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,258,2,2,92,248,46,46,46.0,0.0,124,124,124.0,0.0,1317829.45736434,15503.8759689923,86.0,147.2243186434,256,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,7751.9379844961,7751.9379844961,46,124,77.2,42.7223594854,1825.2,0,0,0,0,0,0,0,0,1,96.5,46.0,124.0,64,0,0,0,0,0,0,2,92,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
